Title,Price,GPU_Category,VRAM,Description,Link
Gigabyte Nvidia GTX 960 2GB,30.00,960,2gb,"Lisätiedot
			Gigabyte Nvidia GTX 960 2GB, 7v vanhaPostikulut ostajalle",https://www.tori.fi/uusimaa/Gigabyte_Nvidia_GTX_960_2GB_115550328.htm?ca=18&w=1
Näytönohjain - Gigabyte GeForce GTX 760 2GB OC,35.00,Unknown,2gb,"Lisätiedot
			GIGABYTE GeForce GTX 760 WindForce 3X OC 2GB Rev.
2.0Voit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___Gigabyte_GeForce_GTX_760_2GB_OC_115326595.htm?ca=18&w=1
MSI 1070 Gaming X näytönohjain + Ryzen 5 2600X,120.00,1070,Unknown,"Lisätiedot
			Myyntiin MSI:n 1070 Gaming X näyttis koska hankin
uuden paremman. Tää näyttis on ostettu Jimmsiltä
2019, ja on ollut pelikäytössä minulla siitä asti.
Itsellä pyöritti kaikki pelit mitä pelasin (CSGO,
Apex, DBD, LOL, Sea of Thieves) 1080p 144fps, ja
storypeleissäkin (Resident Evil 2, 3 ja 4,
Wolfensteinit) pyöritti hyvät 100+ fps medium
asetuksilla.Vain nouto.Laittakaa ihmeessä viestiä jos kiinnostaa!(Tageihin: GPU, MSI, komponentit, pelaaminen, PC,
nvidia, gtx, gtx 1070)11/09 lisäys, kaupan päälle Ryzen 5 2600X CPU,
jossa vanhat tahnat päällä. Tämä kombo (1070 +
2600x) oli vakkari-PC 4 vuoden ajan, ja näiden
välillä ei synny paljon bottleneckiä.",https://www.tori.fi/uusimaa/MSI_1070_Gaming_X_naytonohjain___Ryzen_5_2600X_115155306.htm?ca=18&w=1
MSI GeForce GTX 1070 Gaming X 8G graphics card,130.00,1070,Unknown,"Lisätiedot
			Ostettu 2020, olen toinen omistaja, kaikki toimii
hyvin.",https://www.tori.fi/uusimaa/MSI_GeForce_GTX_1070_Gaming_X_8G_graphics_card_114304121.htm?ca=18&w=1
Radeon HD 3450 AGP Edition,25.00,Unknown,Unknown,"Lisätiedot
			Kuvan mukainen kortti agp väylään retroiluun.512MB DDR2 muistilla.Vähällä käytöllä ollut.Viimeinen ostamani AGP
kortti ja varmaan viimeisiä agp kortteja mitä
markkinoilla oli , uusi kyseinen kortti ei
kuitenkaan ole.Toimi normaalisti viime kerralla
kun oli koneessa.Ajuri levy mukaan.Club 3D on tuon
valmistanut.Nouto espoosta.",https://www.tori.fi/uusimaa/Radeon_HD_3450_AGP_Edition_114203502.htm?ca=18&w=1
Radeon RX 580 OC 4 Gt,49.00,580 ,Unknown,"Lisätiedot
			En vastaa tinkijöille.https://www.verkkokauppa.com/fi/product/399326/Asus-DUAL-RX580-O4G-Radeon-RX-580-OC-4-Gt-naytonohjain-PCI-e",https://www.tori.fi/uusimaa/Radeon_RX_580_OC_4_Gt_113781227.htm?ca=18&w=1
Näytönohjain strix-gtx960-dc2oc-2gd5,35.00,960,Unknown,"Lisätiedot
			ASUS Strix GeForce GTX 960 tehtaan
ylikellotusytimellä tarjoaa viileän ja hiljaisen
pelikokemuksenOminaisuudet1291MHz tehtaalla ylikellotettu näytönohjaimen1317MHz näyttösuorittimen boostauskello OC-tilassaDirectCU II 0dB tuuletinteknologialla varustettuna
antaa sinun nauttia kevyistä peleistä täydessä
hiljaisuudessa ja vaativimmista peleistä 30 %
viileämmin 3X hiljaisemmalla suorituskyvyllä!Koneen tehoa säätelevät premium alloy-osat
viilentävät koneen osia, jotka siten toimivat 15%
nopeammin ja kestävät 2,5 kertaa pidempään.GPU Tweak tarjoaa helpon käyttöliittymän, jonka
avulla voit muuttaa kellotaajuuksia, jännitteitä,
tuulettimien nopeuksia ja paljon muuta.GPU Tweak XSplit Gamecasterilla: Reaaliaikainen ja
intuitiivinen näyttösuorittimen kelloboostaus,
jolla voit ladata pelisi välittömästi",https://www.tori.fi/uusimaa/Naytonohjain_strix_gtx960_dc2oc_2gd5_113630809.htm?ca=18&w=1
ASUS TUF 1660 Super 6gb - Näytönohjain,162.00,1660,6gb,"Lisätiedot
			Myynnissä ASUS Tuf Gaming 1660 super näytönohjain.Osteettu Verkkokauppa.com:sta keväällä 2022
(349,90e) ja takuuta 36kk eli takuu voimassa vielä
vuoteen 2025 asti! Tästä budjettipelaajalle tai jonkun ensimmäiseen
koneeseen käypä näytönohjain alhaisella
virrankulutuksella. 1660s ei pyöritä uusimpia
pelejä 4K resoluutiolla, mutta tarjoaa hintaansa
nähden mukavasti tehoa monipuoliseen käyttöön.Nouto Helsinkistä Kallion alueelta tai postitus
ostajan piikkiin.",https://www.tori.fi/uusimaa/ASUS_TUF_1660_Super_6gb___Naytonohjain_113563175.htm?ca=18&w=1
ASUS GeForce RTX 3090 ROG Strix OC Edition,1370.00,3090,24gb,"Lisätiedot
			Täysin koskematon/käyttämätön, 2v takuu löytyy ja
kuitti. Toinen ylimääräinen kappale jonka sain kaupasta
noin alle vuosi sitten ja ei ole ollut tarvetta
omaan käyttöön vaikka suunnitelmia ollut. En ole avannut pakkausta ollenkaan, vain
pölyttynyt nurkassa muovit päällä. Voi kysyä lisätietoja viesteillä rohkeasti. Onnistuu joko nouto tai lähetys. CUDA coret: 10496 Kellotaajuus: OC Mode: 1890 MHz (Boost Clock) Gaming Mode: 1860 MHz (Boost Clock) Muisti Määrä: 24GB GDDR6X Muistiväylä: 384-bit Kellotajuus: 19.5 Gbps Liitännät 2 x HDMI 2.1 3 x DisplayPort 1.4a Väylä: PCI-E 4.0 x16 Mitat: 318,5 x 140,1 x 57,78 mm / 2.9 slot Paino: 1770g Suositeltu virtalähteen koko: 850W Virtaliitännät: 3 x 8-pin NVLink -tuki: Kyllä",https://www.tori.fi/uusimaa/ASUS_GeForce_RTX_3090_ROG_Strix_OC_Edition_107091673.htm?ca=18&w=1
Näytönohjaimia GTX1060 6GB GTX1070 Vega64,80.00,1060,6gb,"Lisätiedot
			Näytönohjaimia GTX1060 GTX1070 Vega64Nro. Valmistaja Malli Hinta5 ASUS NVIDIA GeForce GTX 1070 105e8 AMD Radeon RX Vega 64 8GB 130e10 MSI NVIDIA GeForce GTX 1060 GAMING X 6G 80eEnsisijaisesti Nouto HyvinkäältäEi turhia kitinöitä hinnoista, tarjoa.",https://www.tori.fi/uusimaa/Naytonohjaimia_GTX1060_6GB_GTX1070_Vega64_112626786.htm?ca=18&w=1
Näytönohjain - Gigabyte R9 270X 2GB OC,30.00,Unknown,2gb,"Lisätiedot
			Gigabyte R9 270X GDDR5-2GB 2xDVI/HDMI/DP OC
Graphics Card (GV-R927XOC-2GD)Voit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___Gigabyte_R9_270X_2GB_OC_111081821.htm?ca=18&w=1
MSI GeForce Gaming X GTX 1070 8GB,130.00,1070,8gb,"Lisätiedot
			Hyväkuntoinen ja toimiva näytönohjain
pelikäyttöön:MSI GeForce Gaming X GTX 1070 8GB",https://www.tori.fi/uusimaa/MSI_GeForce_Gaming_X_GTX_1070_8GB_111026859.htm?ca=18&w=1
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge,250.00,3060,Unknown,"Lisätiedot
			Myydään ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge
näytönohjain toimii moitteetta.Alkuperäistä pakkausta ei ole tallessa, mutta
postitusta varten löytyy kyllä vastaava tukeva
pahvilaatikko ja runsaasti pehmikkeitä.3 x DisplayPort 1.4a 1 x HDMI 2.1 Nouto Vantaalta. Voin myös tuoda näytönohjaimen
pk-seudulle lisäkorvausta vastaan.Maksu mobilepay,käteisellä tai tilisiirto. hakusanat #3060ti #geforce #rtx3060ti #zotac
#naytonohjain #näyttis",https://www.tori.fi/uusimaa/ZOTAC_GAMING_GeForce_RTX_3060_Ti_Twin_Edge_111020475.htm?ca=18&w=1
Gigabyte RTX 2080 vesijäähdytyksellä,320.00,2080,Unknown,"Lisätiedot
			Varattu toistaiseksi!!!Gigabyte GeForce RTX 2080 GAMING OC 8G 8192 Mt
-näytönohjain PCI-e-väyläänMukana vesijäähdytysKäytetty vain pelaamiseen, ei louhittu.Täysin toimiva.Mieluiten nouto, mutta jos haluat pakettina niin
huomioi että vesijäähdytyksen takia vaatii ison
paketin ja se maksaa n.13,90",https://www.tori.fi/uusimaa/Gigabyte_RTX_2080_vesijaahdytyksella_109520140.htm?ca=18&w=1
"Näytönohjain: ASUS GeForce GTX 470 Fermi, 1 GB",35.00,470,1 gb,"Lisätiedot
			Hyvin toimiva osa pois päivityksen altahttps://www.techpowerup.com/review/asus-geforce-gtx-470/2.html",https://www.tori.fi/uusimaa/Naytonohjain__ASUS_GeForce_GTX_470_Fermi__1_GB_106987286.htm?ca=18&w=1
"Näytönohjain: Gigabyte GTX 670 OC, 2 GB",37.00,Unknown,2 gb,"Lisätiedot
			Ihan kivasti toimiva osahttps://www.techpowerup.com/review/gigabyte-geforce-gtx-670-windforce/3.html",https://www.tori.fi/uusimaa/Naytonohjain__Gigabyte_GTX_670_OC__2_GB_106987068.htm?ca=18&w=1&last=1
Title not found,Price not found,Unknown,Unknown,Description not found,https://www.tori.fi/koko_suomi?ca=18&ps=1&st=s&st=k&st=u&st=h&st=g&com=graphic_card&w=3&cg=5030&c=5038
Title not found,Price not found,Unknown,Unknown,Description not found,"https://www.tori.fi/uusimaa/Gigabyte_RTX_3060_Ti_Eagle_8GB__LHR_118818362.htm?ca=18&w=1
"
ASUS rx 480,125.00,480,4gb,"Lisätiedot
			SpecsRX 480 4GBVähän käytetty",https://www.tori.fi/uusimaa/ASUS_rx_480_117168706.htm?ca=18&w=1
MSI GTX 980 Gaming 4GB,65.00,980,4gb,"Lisätiedot
			Suoraan käytöstä myyntiin, tällä hetkellä
jokapäiväisessä käytössä. Ei mitään vikoja tai
ongelmia kortin kanssa ollut. Vain liian tehokas
omaan käyttöön.Nouto: PäiväkumpuMaksutapa : Käteinen",https://www.tori.fi/uusimaa/MSI_GTX_980_Gaming_4GB_117122390.htm?ca=18&w=1
Gigabyte GeForce RTX 2070 Super Gaming OC 8G,300.00,2070,8gb,"Lisätiedot
			FeaturesPowered by GeForce® RTX 2070 SUPERIntegrated with 8GB GDDR6 256-bit memory
interface. WINDFORCE 3X Cooling System with
alternate spinning fans RGB Fusion 2.0 synchronize
with other AORUS devices. Metal Back Plate.",https://www.tori.fi/uusimaa/Gigabyte_GeForce_RTX_2070_Super_Gaming_OC_8G_117064601.htm?ca=18&w=1
GTX 1050 mini,25.00,1050,Unknown,"Lisätiedot
			Myynnissä GTX 1050 mini. Tämä näyttis pyörittää
kevyitä pelejä mainiosti mutta graafisesti
raskaampien pelien kanssa sillä on vähän ongelmia.
Tämän näyttön ohjain on hyvä budjetti koneeseen,
koska se tuottaa hyviä tuloksia halvalla
hinnallaan. Ei ole enään tarvetta koska ostin
uuden koneen.",https://www.tori.fi/uusimaa/GTX_1050_mini_117044596.htm?ca=18&w=1
2kpl Radeon HD 6850 cross fire näytönohjainta,50.00,Unknown,Unknown,"Lisätiedot
			Uuden kortin tieltä toimivat kaksi (2) Radeon HD
6850 cross fire näytönohjainta jotka voi yhdistää
toisiinsa.Malli: Toxic HD680 1G GDDR5 PCI-ENouto tai kaupat Kirkkonummi / Länsi-Espoo /
Helsingin keskusta alueella sovittaessa",https://www.tori.fi/uusimaa/2kpl_Radeon_HD_6850_cross_fire_naytonohjainta_116948412.htm?ca=18&w=1
Näyttönhjain GTX 1050ti MSI Gaming X Edition,55.00,1050,Unknown,"Lisätiedot
			Näyttönohain on erinomaisessa kunnossa ja siitä ei
oltu avattu.Jos tulee lisää kysymyksiä kirjoittakaa vaan.",https://www.tori.fi/uusimaa/Nayttonhjain_GTX_1050ti_MSI_Gaming_X_Edition_116938835.htm?ca=18&w=1
RTX 3060,275.00,3060,Unknown,"Lisätiedot
			Vähän käytetty näytönohjain.Ostettu Gigantista 9/21Ostaja maksaa postituksen",https://www.tori.fi/uusimaa/RTX_3060_116931720.htm?ca=18&w=1
Uusi vesijäähdytin kortille GTX 770,30.00,Unknown,Unknown,"Lisätiedot
			Käyttämätön vesijäähdytin kortille GTX 770. Aivan
uusi ja loistokunnossa alkuperäispakkaus mukaan
lukien.Nouto Suutarilasta",https://www.tori.fi/uusimaa/Uusi_vesijaahdytin_kortille_GTX_770_116878196.htm?ca=18&w=1
AMD vega 64 strix OC 8g,150.00,1080,Unknown,"Lisätiedot
			Working like a charm. Selling cos I dont use it anymore. Perfect for 1080p to 2k gaming.",https://www.tori.fi/uusimaa/AMD_vega_64_strix_OC_8g_116868757.htm?ca=18&w=1
MSI GeForce GTX 1650 SUPER VENTUS -näytönohjain,120.00,1650,Unknown,"Lisätiedot
			Myydään täysin toimiva MSI GeForce GTX 1650 SUPER
VENTUS näytönohjain. Postitus tai nouto Espoon Finnoosta. Ostaja maksaa
PK:t.Aikonaan ostettu verkkokauppa.com:sta (kuitti
löytyy), alla kuvaus sieltä: MSI GeForce GTX 1650 SUPER VENTUS XS OC
-näytönohjaimessa suorituskyky ja yksinkertaisuus
yhdistyvät kompaktissa koossa, ja se tarjoaa
uusimman NVIDIA Turing -pelikokemuksen
aidoimmillaan. Ventus-mallit on suunniteltu
jäähdytys edellä. Näytönohjaimen jäähdytyksestä
vastaa massiivinen jäähdytyselementti sekä kaksi
tehokasta MSI:n patentoitua ja palkittua TORX Fan
2.0 -tuuletinta.Lähetä pelikuvaa kuin ammattilaiset -
Livestriimaus Twitchissä tai YouTubessa onnistuu
mahtavilla tehoilla ja näyttävällä kuvanlaadulla.
GTX 1650:n erillinen laite-enkooderi toimii 15%
aiemman sukupolevn näytönohjaimia tehokkaammin ja
se on optimoitu Open Broadcaster Software(OBS)
-ohjelmistoille.GeForce Experience - Tallenna ja jaa videoita,
näyttökuvia ja live-striimejä kavereillesi. Pidä
GeForce-ohjaimesi ajantasalla ja optimoi peliesi
asetukset - GeForce Experience tekee kaiken tämän.
Se on välttämätön kumppani
GeForce-näytönohjaimellesi.Ominaisuudet:    Piiri: GeForce GTX 1650 Super    CUDA-ydinten määrä: 1280    Kellotaajuus: 1740 MHz (Boost)    Muisti: 4096 Mt, 128-bit GDDR6    Muistin kellotaajuus: 12000 MHz    Väylä: PCI-Express 3.0    1 x HDMI 2.0b, 1 x Display Port 1.4, 1 x
DL-DVI-D    Maksimiresoluutio: 7680 x 4320    Näyttöjen maksimimäärä: 3    NVLink/SLI-tuki: Ei    NVIDIA PhysX, CUDA    Adaptive V-Sync -tuki    G-SYNC -tuki    OpenGL 4.6    Mitat: 18 x 11,5 x 4,2 cm    Virtaliittimet: 1 x 6-pin    Virrankulutus: 100 W    Virtalähdesuositus: 350 W",https://www.tori.fi/uusimaa/MSI_GeForce_GTX_1650_SUPER_VENTUS__naytonohjain_116852339.htm?ca=18&w=1
Rx 5700 xt,200.00,5700,Unknown,"Lisätiedot
			Kuvien mukainen näyttis ylimääräisenä myyntiin.",https://www.tori.fi/uusimaa/Rx_5700_xt_116842385.htm?ca=18&w=1
Asus TUF RX5700,180.00,1080,Unknown,"Lisätiedot
			Myydään erittäin hyväkuntoinen AMDn RX5700
näytönohjain. Kortti on puhdistettu sekä siitä on
pidetty ammattimaisesti huolta. Takuuta ei ole
valitettavasti jäljellä.Kortti soveltuu erittäin hyvin 1080p - 1440p
monitoreilla pelaamiseen.Tuote voidaan postittaa turvallisesti, mutta
mieluiten nouto.",https://www.tori.fi/uusimaa/Asus_TUF_RX5700_116827405.htm?ca=18&w=1
Näytönohjain - EVGA GTX 760 Superclocked 2GB,30.00,Unknown,2gb,"Lisätiedot
			EVGA NVIDIA GTX 760 02G-P4-2765-KR Superclocked
2GB GDDR5 PCI-E Video CardVoit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___EVGA_GTX_760_Superclocked_2GB_116792392.htm?ca=18&w=1
MSI Geforce gt 1030 oc edition,65.00,Unknown,Unknown,"Lisätiedot
			Vähällä käytöllä ollut näytönohjain, vaikkapa
multimediakoneeseen. Alkuperäinen pakkaus
sisältöineen.HP/Tarjoa",https://www.tori.fi/uusimaa/MSI_Geforce_gt_1030_oc_edition_116758770.htm?ca=18&w=1
MSI Radeon armor Rx 580,110.00,580 ,8gb,"Lisätiedot
			MSI Radeon armor rx580 8gb G5 DVI HDMI256 bitUusi",https://www.tori.fi/uusimaa/MSI_Radeon_armor_Rx_580_116752510.htm?ca=18&w=1
Asus ROG Strix GTX 1060 6GB näytönohjain,80.00,1060,6gb,"Lisätiedot
			Hyvässä kunnossa, heti käytöstä pelitietokoneesta.
Vähän pölyinen.",https://www.tori.fi/uusimaa/Asus_ROG_Strix_GTX_1060_6GB_naytonohjain_116748884.htm?ca=18&w=1
Asus gtx 1050,50.00,1050,2gb,"Lisätiedot
			Asus gtx 1050 näytönohjain. Kaksi tuuletinta.
Punamusta. 2GB. Näytönohjaimesta ei kuulu
ylimääräisiä ääniä.",https://www.tori.fi/uusimaa/Asus_gtx_1050_116700461.htm?ca=18&w=1
2kpl GTX 970 + SLI bridge,100.00,970,Unknown,"Lisätiedot
			Myydään 2kpl Nvidia GTX 970 Inno3D näytönohjaimet
+ SLI bridge. Näyttikset ovat jo usean vuoden
vanhoja, mutta pelittävät silti hyvin. Näillä ei
ole ikinä louhittu, vaan ollut pelikäytössä. Mieluiten nouto Herttoniemestä ja mobilepay. Saa
tarjota",https://www.tori.fi/uusimaa/2kpl_GTX_970___SLI_bridge_116668843.htm?ca=18&w=1
MSI GTX770 2kpl SLI,50.00,Unknown,Unknown,"Lisätiedot
			Myydään 2kpl GTX770 näytönohjainta, mukaan SLI
silta",https://www.tori.fi/uusimaa/MSI_GTX770_2kpl_SLI_116650682.htm?ca=18&w=1
Nvidia GTX 660 Ti OC,50.00,Unknown,Unknown,"Lisätiedot
			Tästä vanha mutta toimiva näytönohjain.Asus nvidia GTX 660 Ti ocTarjoa.",https://www.tori.fi/uusimaa/Nvidia_GTX_660_Ti_OC_116629178.htm?ca=18&w=1
Asus ROG Strix GeForce GTX1070 8G,120.00,1070,Unknown,"Lisätiedot
			Myydään kyseinen näytönohjain täysin toimivana
pois uuden alta. Alkuperäistä pakkausta ei ole,
joten postitus ei onnistu. Nouto Helsingin
Herttoniemestä.Näytönohjain ollut pelikäytössä ja pyörittänyt
hyvin csgo, modern warfare 2, pubg.",https://www.tori.fi/uusimaa/Asus_ROG_Strix_GeForce_GTX1070_8G_116613154.htm?ca=18&w=1
Asus ROG gtx 1650 näytönohjain,100.00,1650,Unknown,"Lisätiedot
			Pari vuotta vanha ja vähän käytetty.Nouto Espoosta.",https://www.tori.fi/uusimaa/Asus_ROG_gtx_1650_naytonohjain_116541397.htm?ca=18&w=1
Msi 780 ti 3gb,40.00,1080,3gb,"Lisätiedot
			Toimiva kortti 1080p pelaamiseen",https://www.tori.fi/uusimaa/Msi_780_ti_3gb_116536718.htm?ca=18&w=1
Aorus GTX 1070 Gaming Box ulkoinen näytönohjain,300.00,1070,Unknown,"Lisätiedot
			Vähäisessä käytössä ollut ulkoinen näytönohjain,
esim. kannettavalle tietokoneelle.Vaatii Thunderbolt 3.Näytönohjainkorttia voi mahdollisesti myös
päivittää?Tarjoa!Saa testata paikan päällä.",https://www.tori.fi/uusimaa/Aorus_GTX_1070_Gaming_Box_ulkoinen_naytonohjain_116433011.htm?ca=18&w=1
MSI GeForce GTX1060 6Gb GamingX,75.00,1060,6gb,"Lisätiedot
			MSI GeForce GTX 1060 6Gb Gaming X GDDR5Pelikäytöstä pois uuden tieltä.Ei mainattu tai kellotettu.myynnissä on niin kauan kuin ilmoituskin on
täällä.nouto/postilla lisäksi S-paketin hinta",https://www.tori.fi/uusimaa/MSI_GeForce_GTX1060_6Gb_GamingX_116287163.htm?ca=18&w=1
R3G Ulkoinen näyttis telakka,40.00,Unknown,Unknown,"Lisätiedot
			Myynnissä käyttämätön m.2 -> pcie 3.0
näyttistelakka, mukana ei ole virtalähdettä.",https://www.tori.fi/uusimaa/R3G_Ulkoinen_nayttis_telakka_116236381.htm?ca=18&w=1
Asus ATI Radeon näytönohjain,30.00,Unknown,Unknown,"Lisätiedot
			Asuksen ATI radeon näytönohjain Täysin ehjä huippuluokan näytönohjain .Vain nouto",https://www.tori.fi/uusimaa/Asus_ATI_Radeon_naytonohjain_116232148.htm?ca=18&w=1
MSI 750Ti 2GB OC,25.00,Unknown,2gb,"Lisätiedot
			siitä hyvä näyttis perus pelaamiseen toimi hyvin
vanhassa koneessa mutta ostin uuden niin jäi
ylimääräiseksi. Pyörittää Csgo noin 200 fps medium
grafiikoilla ja gtav 50-70 fps medium- high
asetuksilla.",https://www.tori.fi/uusimaa/MSI_750Ti_2GB_OC_116205934.htm?ca=18&w=1
Geforce GTX 1060 OC 6gb strix,85.00,1060,6gb,"Lisätiedot
			Geforce Gtx 1060 OC 6gb strix Rog rgb valaistu vr
ready näytönohjain. Pyörittää hyvällä fps llä
laajan valikoiman pelejä ym.https://rog.asus.com/fi/graphics-cards/graphics-cards/rog-strix/rog-strix-gtx1060-o6g-gaming-model/",https://www.tori.fi/uusimaa/Geforce_GTX_1060_OC_6gb_strix_116145753.htm?ca=18&w=1
Bitcoin miner / Geforce GTX 1080TI näytönohj.5 kpl,650.00,1080,Unknown,"Lisätiedot
			Geforce GTX 1080 TI näytönohjaimia 5kpl. Mukana
räkki, liitännät näkyy kuvista. Hyvä maineri :)",https://www.tori.fi/uusimaa/Bitcoin_miner___Geforce_GTX_1080TI_naytonohj_5_kpl_115992130.htm?ca=18&w=1
Näytönohjain - CLUB3D Radeon HD 7970 3GB,30.00,970,3gb,"Lisätiedot
			CLUB3D Radeon HD 7970 AMD 3 GBVoit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___CLUB3D_Radeon_HD_7970_3GB_115712890.htm?ca=18&w=1
Title not found,Price not found,Unknown,Unknown,Description not found,https://www.tori.fi/koko_suomi?splan=gigantti
Gigabyte Nvidia GTX 960 2GB,30.00,960,2gb,"Lisätiedot
			Gigabyte Nvidia GTX 960 2GB, 7v vanhaPostikulut ostajalle",https://www.tori.fi/uusimaa/Gigabyte_Nvidia_GTX_960_2GB_115550328.htm?ca=18&w=1
MSI 1070 Gaming X näytönohjain + Ryzen 5 2600X,120.00,1070,Unknown,"Lisätiedot
			Myyntiin MSI:n 1070 Gaming X näyttis koska hankin
uuden paremman. Tää näyttis on ostettu Jimmsiltä
2019, ja on ollut pelikäytössä minulla siitä asti.
Itsellä pyöritti kaikki pelit mitä pelasin (CSGO,
Apex, DBD, LOL, Sea of Thieves) 1080p 144fps, ja
storypeleissäkin (Resident Evil 2, 3 ja 4,
Wolfensteinit) pyöritti hyvät 100+ fps medium
asetuksilla.Vain nouto.Laittakaa ihmeessä viestiä jos kiinnostaa!(Tageihin: GPU, MSI, komponentit, pelaaminen, PC,
nvidia, gtx, gtx 1070)11/09 lisäys, kaupan päälle Ryzen 5 2600X CPU,
jossa vanhat tahnat päällä. Tämä kombo (1070 +
2600x) oli vakkari-PC 4 vuoden ajan, ja näiden
välillä ei synny paljon bottleneckiä.",https://www.tori.fi/uusimaa/MSI_1070_Gaming_X_naytonohjain___Ryzen_5_2600X_115155306.htm?ca=18&w=1
MSI GeForce GTX 1070 Gaming X 8G graphics card,130.00,1070,Unknown,"Lisätiedot
			Ostettu 2020, olen toinen omistaja, kaikki toimii
hyvin.",https://www.tori.fi/uusimaa/MSI_GeForce_GTX_1070_Gaming_X_8G_graphics_card_114304121.htm?ca=18&w=1
Radeon HD 3450 AGP Edition,25.00,Unknown,Unknown,"Lisätiedot
			Kuvan mukainen kortti agp väylään retroiluun.512MB DDR2 muistilla.Vähällä käytöllä ollut.Viimeinen ostamani AGP
kortti ja varmaan viimeisiä agp kortteja mitä
markkinoilla oli , uusi kyseinen kortti ei
kuitenkaan ole.Toimi normaalisti viime kerralla
kun oli koneessa.Ajuri levy mukaan.Club 3D on tuon
valmistanut.Nouto espoosta.",https://www.tori.fi/uusimaa/Radeon_HD_3450_AGP_Edition_114203502.htm?ca=18&w=1
Näytönohjain strix-gtx960-dc2oc-2gd5,35.00,960,Unknown,"Lisätiedot
			ASUS Strix GeForce GTX 960 tehtaan
ylikellotusytimellä tarjoaa viileän ja hiljaisen
pelikokemuksenOminaisuudet1291MHz tehtaalla ylikellotettu näytönohjaimen1317MHz näyttösuorittimen boostauskello OC-tilassaDirectCU II 0dB tuuletinteknologialla varustettuna
antaa sinun nauttia kevyistä peleistä täydessä
hiljaisuudessa ja vaativimmista peleistä 30 %
viileämmin 3X hiljaisemmalla suorituskyvyllä!Koneen tehoa säätelevät premium alloy-osat
viilentävät koneen osia, jotka siten toimivat 15%
nopeammin ja kestävät 2,5 kertaa pidempään.GPU Tweak tarjoaa helpon käyttöliittymän, jonka
avulla voit muuttaa kellotaajuuksia, jännitteitä,
tuulettimien nopeuksia ja paljon muuta.GPU Tweak XSplit Gamecasterilla: Reaaliaikainen ja
intuitiivinen näyttösuorittimen kelloboostaus,
jolla voit ladata pelisi välittömästi",https://www.tori.fi/uusimaa/Naytonohjain_strix_gtx960_dc2oc_2gd5_113630809.htm?ca=18&w=1
ASUS GeForce RTX 3090 ROG Strix OC Edition,1370.00,3090,24gb,"Lisätiedot
			Täysin koskematon/käyttämätön, 2v takuu löytyy ja
kuitti. Toinen ylimääräinen kappale jonka sain kaupasta
noin alle vuosi sitten ja ei ole ollut tarvetta
omaan käyttöön vaikka suunnitelmia ollut. En ole avannut pakkausta ollenkaan, vain
pölyttynyt nurkassa muovit päällä. Voi kysyä lisätietoja viesteillä rohkeasti. Onnistuu joko nouto tai lähetys. CUDA coret: 10496 Kellotaajuus: OC Mode: 1890 MHz (Boost Clock) Gaming Mode: 1860 MHz (Boost Clock) Muisti Määrä: 24GB GDDR6X Muistiväylä: 384-bit Kellotajuus: 19.5 Gbps Liitännät 2 x HDMI 2.1 3 x DisplayPort 1.4a Väylä: PCI-E 4.0 x16 Mitat: 318,5 x 140,1 x 57,78 mm / 2.9 slot Paino: 1770g Suositeltu virtalähteen koko: 850W Virtaliitännät: 3 x 8-pin NVLink -tuki: Kyllä",https://www.tori.fi/uusimaa/ASUS_GeForce_RTX_3090_ROG_Strix_OC_Edition_107091673.htm?ca=18&w=1
MSI GeForce Gaming X GTX 1070 8GB,130.00,1070,8gb,"Lisätiedot
			Hyväkuntoinen ja toimiva näytönohjain
pelikäyttöön:MSI GeForce Gaming X GTX 1070 8GB",https://www.tori.fi/uusimaa/MSI_GeForce_Gaming_X_GTX_1070_8GB_111026859.htm?ca=18&w=1
